sku,product_slug,field_name,extracted_value,normalized_value,source_url,source_page_title,source_section,source_text,source_type,confidence,conflict_status,use_status,checked_at,notes
GS-LAN-001,coiled-tool-safety-lanyard,coating_material,PU,PU,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,coating_color,Gray,Gray,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,finished_diameter_min_mm,5,5,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,finished_diameter_max_mm,5,5,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,end_a_type,Aluminum Hook,Aluminum Hook,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,end_b_type,Aluminum Hook,Aluminum Hook,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,moq,500 pcs,500 pcs,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-001,coiled-tool-safety-lanyard,customization_options,Length;Color;End Hooks,Length;Color;End Hooks,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,high,none,accepted,2026-07-18,Length values are excluded because the same page conflicts.
GS-LAN-002,tool-lanyard-with-carabiner,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,Plastic Coil Lanyard With Carabiner,Product Details,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,product-page,high,none,accepted,2026-07-18,A/B end assignment is not stated; length is excluded because the source units conflict.
GS-LAN-002,tool-lanyard-with-carabiner,coating_material,PVC,PVC,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,Plastic Coil Lanyard With Carabiner,Product Details,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,product-page,high,none,accepted,2026-07-18,A/B end assignment is not stated; length is excluded because the source units conflict.
GS-LAN-002,tool-lanyard-with-carabiner,coating_color,Purple,Purple,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,Plastic Coil Lanyard With Carabiner,Product Details,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,product-page,high,none,accepted,2026-07-18,A/B end assignment is not stated; length is excluded because the source units conflict.
GS-LAN-002,tool-lanyard-with-carabiner,moq,500 pcs,500 pcs,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,Plastic Coil Lanyard With Carabiner,Product Details,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,product-page,high,none,accepted,2026-07-18,A/B end assignment is not stated; length is excluded because the source units conflict.
GS-LAN-002,tool-lanyard-with-carabiner,customization_options,Color;Carabiner;Hook-and-loop Attachment,Color;Carabiner;Hook-and-loop Attachment,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,Plastic Coil Lanyard With Carabiner,Product Details,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,product-page,high,none,accepted,2026-07-18,A/B end assignment is not stated; length is excluded because the source units conflict.
GS-LAN-003,tool-lanyard-with-dual-hooks,construction,7x19,7x19,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,material,Stainless Steel;Galvanized Steel,Stainless Steel;Galvanized Steel,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,wire_rope_diameter_min_mm,2,2,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,wire_rope_diameter_max_mm,2,2,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,coating_material,PVC;PU;PE;Nylon,PVC;PU;PE;Nylon,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,length_min_mm,1000,1000,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,length_max_mm,3000,3000,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,end_a_type,Hook,Hook,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,end_b_type,Hook,Hook,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,moq,500 pcs,500 pcs,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-003,tool-lanyard-with-dual-hooks,customization_options,Length;Coating Material;End Hooks,Length;Coating Material;End Hooks,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,Double Flow Hook Spring Coil Tool Rope,Product Specification,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",product-page,high,none,accepted,2026-07-18,Multiple material and coating options are retained as options.
GS-LAN-004,spring-coil-safety-lanyard,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,coating_material,PU,PU,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,coating_color,Gray,Gray,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,finished_diameter_min_mm,5,5,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,finished_diameter_max_mm,5,5,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,end_a_type,Aluminum Hook,Aluminum Hook,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,end_b_type,Aluminum Hook,Aluminum Hook,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,moq,500 pcs,500 pcs,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-LAN-004,spring-coil-safety-lanyard,customization_options,Length;Color;End Hooks,Length;Color;End Hooks,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,Coil Steel Tool Tether Lanyard,Product Introduction and Specification,PU coated stainless steel spring-coil tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,product-page,medium,none,accepted,2026-07-18,Strong functional match; length remains excluded due source conflict.
GS-SUS-001,lighting-suspension-cable-kit,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,wire_rope_diameter_min_mm,1,1,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,wire_rope_diameter_max_mm,2,2,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,length_min_mm,1000,1000,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,length_max_mm,8000,8000,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,gripper_type,Adjustable Cable Gripper,Adjustable Cable Gripper,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,moq,500 pcs,500 pcs,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-001,lighting-suspension-cable-kit,customization_options,Length;Cable Diameter;Ceiling Accessory;Cable Gripper;Snap Hook;Eyelet,Length;Cable Diameter;Ceiling Accessory;Cable Gripper;Snap Hook;Eyelet,https://www.wireropeassy.com/suspension-hanging-kit/standard-hanger-wire-hanging-kit-suspension.html,Suspension Wire Hanging With Spring Hook,Product Specification,"Stainless steel cable; length 1-8 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet options; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Unassigned component options remain in customization_options.
GS-SUS-002,adjustable-cable-gripper-kit,material,Galvanized Steel;Stainless Steel,Galvanized Steel;Stainless Steel,https://www.wireropeassy.com/suspension-hanging-kit/adjustable-cable-gripper-hanging-wire.html,Adjustable Cable Gripper Hanging Wire,Product Details,Galvanized or stainless steel; adjustable cable gripper; silver or other color; customized dimensions; MOQ 500 pcs.,product-page,high,none,accepted,2026-07-18,No numeric dimension range is stated.
GS-SUS-002,adjustable-cable-gripper-kit,coating_color,Silver;Custom,Silver;Custom,https://www.wireropeassy.com/suspension-hanging-kit/adjustable-cable-gripper-hanging-wire.html,Adjustable Cable Gripper Hanging Wire,Product Details,Galvanized or stainless steel; adjustable cable gripper; silver or other color; customized dimensions; MOQ 500 pcs.,product-page,high,none,accepted,2026-07-18,No numeric dimension range is stated.
GS-SUS-002,adjustable-cable-gripper-kit,gripper_type,Adjustable Cable Gripper,Adjustable Cable Gripper,https://www.wireropeassy.com/suspension-hanging-kit/adjustable-cable-gripper-hanging-wire.html,Adjustable Cable Gripper Hanging Wire,Product Details,Galvanized or stainless steel; adjustable cable gripper; silver or other color; customized dimensions; MOQ 500 pcs.,product-page,high,none,accepted,2026-07-18,No numeric dimension range is stated.
GS-SUS-002,adjustable-cable-gripper-kit,moq,500 pcs,500 pcs,https://www.wireropeassy.com/suspension-hanging-kit/adjustable-cable-gripper-hanging-wire.html,Adjustable Cable Gripper Hanging Wire,Product Details,Galvanized or stainless steel; adjustable cable gripper; silver or other color; customized dimensions; MOQ 500 pcs.,product-page,high,none,accepted,2026-07-18,No numeric dimension range is stated.
GS-SUS-002,adjustable-cable-gripper-kit,customization_options,Material;Dimensions;Color;Cable Gripper,Material;Dimensions;Color;Cable Gripper,https://www.wireropeassy.com/suspension-hanging-kit/adjustable-cable-gripper-hanging-wire.html,Adjustable Cable Gripper Hanging Wire,Product Details,Galvanized or stainless steel; adjustable cable gripper; silver or other color; customized dimensions; MOQ 500 pcs.,product-page,high,none,accepted,2026-07-18,No numeric dimension range is stated.
GS-SUS-003,led-panel-suspension-kit,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,wire_rope_diameter_min_mm,1,1,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,wire_rope_diameter_max_mm,2,2,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,length_min_mm,1000,1000,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,length_max_mm,3000,3000,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
